first	second
UBC	UBXN8
SYVN1	UBXN8
SELENOS	UBXN8
MOV10	UBXN8
NXF1	UBXN8
OBSL1	KIF2A
UBC	KIF2A
MYB	KIF2A
APC	KIF2A
YWHAB	KIF2A
NOTCH1	KIF2A
PSMB3	KIF2A
GSK3B	KIF2A
HDGF	KIF2A
YWHAE	KIF2A
YWHAZ	KIF2A
DNM1	KIF2A
KLC1	KIF2A
STK4	KIF2A
PRKAA1	KIF2A
SQSTM1	KIF2A
HDAC1	KIF2A
HIST3H3	KIF2A
LRRK2	KIF2A
KBTBD7	KIF2A
KLC2	KIF2A
WWOX	KIF2A
PPIAL4D	SGK1
EIF3F	SGK1
IKBKB	SGK1
PFAS	SGK1
FANCA	SGK1
PDPK1	SGK1
CS	SGK1
CBR3	SGK1
LETM1	SGK1
GADD45G	SGK1
PIGR	SGK1
LTF	SGK1
HSP90AA1	SGK1
NR3C2	SGK1
PABPC1	SGK1
PIP	SGK1
MYH1	SGK1
HNRNPL	SGK1
BRAF	SGK1
EZR	SGK1
PAICS	SGK1
CD40	SGK1
DDX6	SGK1
VARS	SGK1
ATP5D	SGK1
CTNNB1	SGK1
RPL3	SGK1
PIK3CA	SGK1
MTOR	SGK1
MAGEA1	SGK1
CDKN1B	SGK1
NASP	SGK1
TUFM	SGK1
GSK3A	SGK1
GDI2	SGK1
SCNN1B	SGK1
HNRNPM	SGK1
VCP	SGK1
PSMA6	SGK1
RPS3A	SGK1
PPP2CA	SGK1
MAPK7	SGK1
EIF3I	SGK1
SF3B2	SGK1
GANAB	SGK1
PSMD6	SGK1
PDK1	SGK1
PDK2	SGK1
ELAVL1	SGK1
FSCN1	SGK1
FAM98B	SGK1
MARCKS	SGK1
RICTOR	SGK1
CAMKK1	SGK1
COMMD1	SGK1
IPO4	SGK1
NEDD4L	SGK1
TSC22D3	SGK1
MAP3K3	SGK1
WNK1	SGK1
MOB1A	SGK1
NEK6	SGK1
OLA1	SGK1
TMEM184C	SGK1
RABAC1	SGK1
PA2G4	SGK1
CARHSP1	SGK1
WNK2	SGK1
HYOU1	SGK1
CSDC2	SGK1
HSPD1	TK2
HMGCS1	TK2
MED4	TK2
WNT7A	FZD9
WNT2	FZD9
SIAH1	FZD9
AIM2	DDX39A
UBD	DDX39A
NIPSNAP2	DDX39A
EED	DDX39A
AHSA1	DDX39A
GSR	DDX39A
ADRB2	DDX39A
PARP1	DDX39A
SAT1	DDX39A
BRCA1	DDX39A
EIF4A3	DDX39A
NSF	DDX39A
SOX2	DDX39A
SMS	DDX39A
TERF1	DDX39A
MAGOH	DDX39A
SUMO2	DDX39A
YWHAE	DDX39A
SUMO1	DDX39A
SRPK2	DDX39A
SARNP	DDX39A
SORD	DDX39A
MDM2	DDX39A
PTK2	DDX39A
SNW1	DDX39A
DDX39B	DDX39A
TERF2	DDX39A
NEDD8	DDX39A
CCL14	DDX39A
C12orf10	DDX39A
SLX4	DDX39A
ULK2	DDX39A
ESR2	DDX39A
CDC5L	DDX39A
ATG101	DDX39A
DDA1	DDX39A
UBA5	DDX39A
FBXO6	DDX39A
BABAM1	DDX39A
TERF2IP	DDX39A
NAGK	DDX39A
AGO2	DDX39A
AGO1	DDX39A
SUGT1	DDX39A
EED	PDLIM1
RPS6KA5	PDLIM1
PGLS	PDLIM1
VIM	PDLIM1
UBC	PDLIM1
GFAP	PDLIM1
SLC2A4	PDLIM1
IL7R	PDLIM1
ACTN2	PDLIM1
CLNS1A	PDLIM1
YWHAE	PDLIM1
SUPT4H1	PDLIM1
IGBP1	PDLIM1
CUL7	PDLIM1
AGK	PDLIM1
STK35	PDLIM1
NXF1	PDLIM1
PIK3C2A	ACOT7
FOXO3	ACOT7
NIPSNAP2	ACOT7
GABARAP	ACOT7
TNFAIP8	ACOT7
ATXN1L	ACOT7
UBC	ACOT7
CD247	ACOT7
CDK2	ACOT7
GDI1	ACOT7
BRCA1	ACOT7
MAGEA6	ACOT7
TERF1	ACOT7
PRKAG1	ACOT7
SUMO3	ACOT7
SUMO2	ACOT7
YWHAE	ACOT7
SUMO1	ACOT7
DLG4	ACOT7
STK3	ACOT7
NHLRC2	ACOT7
NDRG1	ACOT7
NRBF2	ACOT7
DLC1	ACOT7
ATG101	ACOT7
TINF2	ACOT7
DDA1	ACOT7
UBA5	ACOT7
POT1	ACOT7
PRKAG2	ACOT7
UBQLN1	ACOT7
MAP3K7	GPR25
GGT7	GPR25
SULT2B1	MYO1C
E2F3	MYO1C
UBD	MYO1C
HNRNPR	MYO1C
NPHP4	MYO1C
EED	MYO1C
CIAO1	MYO1C
EGFR	MYO1C
ESR1	MYO1C
TP53	MYO1C
SP1	MYO1C
CSF1	MYO1C
UBC	MYO1C
RPA2	MYO1C
FBL	MYO1C
RPA1	MYO1C
SHC1	MYO1C
ARRB2	MYO1C
MCM7	MYO1C
GRK5	MYO1C
RPA3	MYO1C
MYH10	MYO1C
KDR	MYO1C
ARRB1	MYO1C
EMD	MYO1C
SUMO2	MYO1C
YWHAE	MYO1C
ACTA2	MYO1C
GRB2	MYO1C
YWHAZ	MYO1C
GPC5	MYO1C
IRF8	MYO1C
KHDRBS1	MYO1C
ILF3	MYO1C
SUZ12	MYO1C
IQCB1	MYO1C
PAN2	MYO1C
LRRK2	MYO1C
RICTOR	MYO1C
SLX4	MYO1C
FBXO25	MYO1C
UBE2Q2	MYO1C
ESR2	MYO1C
DNAJA3	MYO1C
DDA1	MYO1C
POLR1E	MYO1C
UBA5	MYO1C
DDX21	MYO1C
SIRT7	MYO1C
WRAP73	MYO1C
PLEKHB1	MYO1C
BAZ1B	MYO1C
PYCARD	MYO1C
USP20	MYO1C
RIPK3	MYO1C
UBC	MYO1F
RPA2	MYO1F
RPA1	MYO1F
RPA3	MYO1F
IRF9	MYO1F
LRRK2	MYO1F
STXBP3	SNAP23
IKBKB	SNAP23
SCAMP1	SNAP23
SCAMP2	SNAP23
CCP110	SNAP23
STX6	SNAP23
SYNCRIP	SNAP23
STX11	SNAP23
SCGN	SNAP23
SNAPIN	SNAP23
FN1	SNAP23
PSAP	SNAP23
UBC	SNAP23
ANXA3	SNAP23
CFTR	SNAP23
PRKCA	SNAP23
VAMP1	SNAP23
KIF5B	SNAP23
MATR3	SNAP23
NSF	SNAP23
FXR2	SNAP23
VAMP7	SNAP23
STX1B	SNAP23
YWHAG	SNAP23
RAC1	SNAP23
VAMP2	SNAP23
SRSF1	SNAP23
SREBF2	SNAP23
ILF2	SNAP23
STX5	SNAP23
STX3	SNAP23
ELAVL1	SNAP23
ITSN1	SNAP23
STXBP2	SNAP23
VAMP3	SNAP23
STX1A	SNAP23
STXBP5	SNAP23
STX12	SNAP23
CEP97	SNAP23
SCAMP5	SNAP23
SCFD1	SNAP23
FAM3C	SNAP23
C12orf57	SNAP23
HNRNPAB	SNAP23
VAMP8	SNAP23
CCDC8	SNAP23
ABI2	SNAP23
ABI3	SNAP23
STX18	SNAP23
TLK1	SNAP23
EIF3F	HAX1
HTRA2	HAX1
PRKAB2	HAX1
KIAA0513	HAX1
SDC3	HAX1
ERLIN2	HAX1
ABCB11	HAX1
SVIL	HAX1
IL1A	HAX1
GNAI2	HAX1
ABCB1	HAX1
UBC	HAX1
CFTR	HAX1
HCLS1	HAX1
PLCG2	HAX1
EGR1	HAX1
TNFRSF1A	HAX1
TNFRSF1B	HAX1
ABCB4	HAX1
C5AR1	HAX1
RPA1	HAX1
SHC1	HAX1
DDIT3	HAX1
CAPG	HAX1
HTT	HAX1
MAPK10	HAX1
PRKAA2	HAX1
RBX1	HAX1
EWSR1	HAX1
PRKCZ	HAX1
LGALS3BP	HAX1
PSMD2	HAX1
CLN3	HAX1
ILK	HAX1
SQSTM1	HAX1
PKD2	HAX1
IQGAP2	HAX1
CUL3	HAX1
CUL4A	HAX1
CTTN	HAX1
BECN1	HAX1
HNF4G	HAX1
MAPK14	HAX1
DGKD	HAX1
ATG2A	HAX1
ATG16L1	HAX1
HIPK1	HAX1
ZNF420	HAX1
TUBGCP3	HAX1
NEDD4L	HAX1
CAMKK2	HAX1
SDHC	HAX1
MAP3K3	HAX1
ATG101	HAX1
TUBGCP2	HAX1
CEP250	HAX1
PIDD1	HAX1
DYRK4	HAX1
ZNRD1	HAX1
UVRAG	HAX1
AMFR	HAX1
WIPI2	HAX1
SIX1	EYA2
MMS19	EYA2
SIX4	EYA2
ATP1A1	FXYD1
ATP1B1	FXYD1
PAM	FXYD1
YWHAQ	FXYD1
PPP1CA	FXYD1
DMPK	FXYD1
PDE2A	AIP
BIRC5	AIP
PPP6R2	AIP
URI1	AIP
EGFR	AIP
RET	AIP
NR3C2	AIP
UBC	AIP
ARNT	AIP
AHR	AIP
HSPA9	AIP
CAPZB	AIP
CDK9	AIP
MAX	AIP
CSNK2A1	AIP
YWHAH	AIP
PPARA	AIP
SIM2	AIP
POLD1	AIP
TNNI3K	AIP
PIK3C3	AIP
IRF7	AIP
ATG4C	AIP
ATG10	AIP
C12orf4	AIP
SUGT1	AIP
WIPI2	AIP
IKBKG	AIP
RAD21	GTPBP1
UBC	GTPBP1
HDGF	GTPBP1
PPP5C	GTPBP1
KIF23	GTPBP1
YWHAH	GTPBP1
LRP1	GTPBP1
SQSTM1	GTPBP1
IRF5	GTPBP1
CUL3	GTPBP1
CAND1	GTPBP1
COPS5	GTPBP1
CDC5L	GTPBP1
PRKN	KCNK1
UBC	KCNK1
ELAVL1	KCNK1
DPF3	KCNK1
GTPBP2	KCNK1
PLEKHF2	KCNK1
A2M	LGALS9
APOB	LGALS9
LGALS3	LGALS9
ITGAL	LGALS9
FN1	STXBP3
UBC	STXBP3
UBL4A	STXBP3
PRKCSH	STXBP3
SNRPB	STXBP3
EGR1	STXBP3
RPL3	STXBP3
YWHAE	STXBP3
SNRPD2	STXBP3
GRB2	STXBP3
VAMP2	STXBP3
STX4	STXBP3
DOC2A	STXBP3
DOC2B	STXBP3
STXBP2	STXBP3
ATG101	STXBP3
SH3BGRL3	STXBP3
SNTG1	STXBP3
DIS3	STXBP3
PITX3	MASP2
DDX58	MASP2
C3	MASP2
SERPING1	MASP2
MBL2	MASP2
MASP1	MASP2
UBC	AP4M1
LAMP2	AP4M1
ARF1	AP4M1
GRIN2A	AP4M1
GRIN2B	AP4M1
HDAC3	ARVCF
UBC	ARVCF
CDH1	ARVCF
CDH2	ARVCF
CDH15	ARVCF
YWHAE	ARVCF
TJP1	ARVCF
LNX1	ARVCF
ERBIN	ARVCF
DHX15	C11orf58
AHCYL1	C11orf58
CCNT1	C11orf58
UBC	C11orf58
ZBTB48	C11orf58
MYL6B	C11orf58
GNS	C11orf58
PTN	C11orf58
PRDX6	C11orf58
PSMB2	C11orf58
SMS	C11orf58
OXCT1	C11orf58
SUMO3	C11orf58
SET	C11orf58
YWHAH	C11orf58
MBTPS1	C11orf58
RCN1	C11orf58
FBN3	C11orf58
MARK2	C11orf58
SLX4	C11orf58
WDR48	C11orf58
SLC44A1	C11orf58
PSMB7	C11orf58
RNF19A	C11orf58
SEMA5B	C11orf58
NAGK	C11orf58
GDA	C11orf58
SNCAIP	C11orf58
UBC	RAB27B
DHPS	RAB27B
CAV1	RAB27B
UNC13D	RAB27B
SYTL4	RAB27B
MLPH	RAB27B
RPH3AL	RAB27B
RPH3A	RAB27B
C1QBP	HRK
BCL2L1	HRK
MCL1	HRK
ELAVL1	HRK
BCL2A1	HRK
BCL2L2	HRK
EED	AP3B1
PTBP3	AP3B1
BAG2	AP3B1
UBC	AP3B1
GRK5	AP3B1
ARR3	AP3B1
RPL5	AP3B1
AP3S2	AP3B1
YWHAE	AP3B1
HDLBP	AP3B1
CLTC	AP3B1
MEF2A	AP3B1
BTK	AP3B1
SNW1	AP3B1
SEPT7	AP3B1
UAP1	AP3B1
LRRK2	AP3B1
CAVIN1	AP3B1
CACTIN	AP3B1
SLC30A3	AP3B1
PACSIN1	AP3B1
PI4KB	AP3B1
B9D1	AP3B1
EPB41L3	AP3B1
PRICKLE3	SULT2B1
ACYP2	SULT2B1
SULT1E1	SULT2B1
SULT1A1	SULT2B1
PIK3CD	TLR4
DEFB4A	TLR4
RIPK2	TLR4
LY86	TLR4
AHSG	TLR4
TP53	TLR4
S100A8	TLR4
DCN	TLR4
CD14	TLR4
HMGB1	TLR4
MBL2	TLR4
HSP90B1	TLR4
CD36	TLR4
SPI1	TLR4
IL10	TLR4
HSPA4	TLR4
SFTPD	TLR4
SYK	TLR4
IRAK1	TLR4
F2RL1	TLR4
TIRAP	TLR4
SMAD3	TLR4
CAV1	TLR4
BTK	TLR4
HSPA14	TLR4
EPS8	TLR4
CBLB	TLR4
BIRC3	TLR4
RIPK1	TLR4
CIRBP	TLR4
IRF4	TLR4
TLR1	TLR4
ELAVL1	TLR4
TICAM2	TLR4
TICAM1	TLR4
SFTPA2	TLR4
SFTPA1	TLR4
CD180	TLR4
NEU1	TLR4
MYD88	TLR4
TOLLIP	TLR4
NANOG	TLR4
NOX4	TLR4
RNF216	TLR4
IRAK4	TLR4
SERTAD1	TLR4
UBQLN1	TLR4
MAPK8IP3	TLR4
TMED7	TLR4
TRAF6	TLR4
LY96	TLR4
BMPR1B	RHOD
DVL1	RHOD
PLXNB1	RHOD
DAPK3	RHOD
DIAPH1	RHOD
DIAPH2	RHOD
HRAS	RHOD
ADRB2	RHOD
UBC	RHOD
TGFBR1	RHOD
ACVR1	RHOD
SMAD4	RHOD
IHH	RHOD
ADCK5	RHOD
NKD1	RHOD
SMURF2	RHOD
PLXNA1	RHOD
DAAM1	RHOD
PIK3C2A	APBB1
MUSK	APBB1
CLSTN1	APBB1
ABL1	APBB1
ANXA1	APBB1
TP53	APBB1
ATXN1L	APBB1
DDIT3	APBB1
MAP2K4	APBB1
NOTCH1	APBB1
APLP1	APBB1
CUL4B	APBB1
TSHZ1	APBB1
TSHZ2	APBB1
EVL	APBB1
LGALS9	LGALS8
EGFR	LGALS8
A2M	LGALS8
APOA1	LGALS8
HPX	LGALS8
ITGAV	LGALS8
MMP3	LGALS8
ITGA5	LGALS8
UBC	LGALS8
APEH	LGALS8
MMP9	LGALS8
ITGAL	LGALS8
ITGA3	LGALS8
TRIM23	LGALS8
CUL1	LGALS8
ITIH4	LGALS8
PAN2	LGALS8
LRRK2	LGALS8
PDPN	LGALS8
BARD1	LGALS8
NDUFA2	NDUFS8
NDUFS7	NDUFS8
NDUFS2	NDUFS8
NDUFS6	NDUFS8
NDUFS3	NDUFS8
STAMBP	NDUFS8
IGF1R	NDUFS8
CYC1	NDUFS8
UBC	NDUFS8
NDUFS1	NDUFS8
SDHA	NDUFS8
HSPA9	NDUFS8
MPV17	NDUFS8
MLH1	NDUFS8
GEM	NDUFS8
YWHAE	NDUFS8
MDM2	NDUFS8
SQSTM1	NDUFS8
MRPL58	NDUFS8
COX15	NDUFS8
RHOT2	NDUFS8
ABCC2	NDUFS8
NDUFAF3	NDUFS8
UBC	HAS3
HAS2	HAS3
CD4	TNFRSF10A
BTK	TNFRSF10A
FADD	TNFRSF10A
MADD	TNFRSF10A
MOAP1	TNFRSF10A
PPP6C	NFKBIE
IKBKB	NFKBIE
XPO1	NFKBIE
CHUK	NFKBIE
ANKRD17	NFKBIE
BAG2	NFKBIE
TUBB4A	NFKBIE
TUBB	NFKBIE
EPRS	NFKBIE
HSP90AA1	NFKBIE
HSP90AB1	NFKBIE
HSPA5	NFKBIE
HSPA8	NFKBIE
JUP	NFKBIE
NFKB1	NFKBIE
SFPQ	NFKBIE
CAD	NFKBIE
PSMA5	NFKBIE
HSPA1L	NFKBIE
HSPA9	NFKBIE
BCL6	NFKBIE
IARS	NFKBIE
RARS	NFKBIE
VCP	NFKBIE
PSME3	NFKBIE
CALM1	NFKBIE
SKP1	NFKBIE
PRKDC	NFKBIE
CLTC	NFKBIE
NFKB2	NFKBIE
RELB	NFKBIE
C1QBP	NFKBIE
TUBA3C	NFKBIE
TIMM50	NFKBIE
PPP6R3	NFKBIE
ANKHD1	NFKBIE
KBTBD7	NFKBIE
ARHGEF2	NFKBIE
UACA	NFKBIE
RUVBL2	NFKBIE
BTRC	NFKBIE
IKBKG	NFKBIE
UBE2A	GRM8
UBE2M	GRM8
SUMO1	GRM8
GPRASP1	GRM8
PSMD12	PSMD11
PSMD9	PSMD11
PIK3C2A	PSMD11
PSMA7	PSMD11
LSM1	PSMD11
UBD	PSMD11
PRKN	PSMD11
GDF9	PSMD11
EED	PSMD11
RPS6KA5	PSMD11
PSMD10	PSMD11
CCNB2	PSMD11
FN1	PSMD11
UBC	PSMD11
CFTR	PSMD11
TCF3	PSMD11
PSMC3	PSMD11
TCP1	PSMD11
VCAM1	PSMD11
PSMB1	PSMD11
CDK2	PSMD11
PSMA1	PSMD11
PSMA2	PSMD11
PSMA3	PSMD11
PSMA4	PSMD11
PSMA5	PSMD11
PSMB6	PSMD11
PSMB5	PSMD11
MAPK1	PSMD11
RBL1	PSMD11
GRK5	PSMD11
NOS2	PSMD11
PSMC2	PSMD11
PIGA	PSMD11
PSMD8	PSMD11
MRE11	PSMD11
PSMD7	PSMD11
USP14	PSMD11
RAD23A	PSMD11
PPP4C	PSMD11
SEM1	PSMD11
ACTR3	PSMD11
SEC61A1	PSMD11
VBP1	PSMD11
SUMO2	PSMD11
PSMC1	PSMD11
PSMC5	PSMD11
RPS8	PSMD11
RPS15A	PSMD11
PSMC6	PSMD11
GRB2	PSMD11
SUMO1	PSMD11
RPS21	PSMD11
ACTG1	PSMD11
CSNK2B	PSMD11
SMAD3	PSMD11
MDM2	PSMD11
TLE1	PSMD11
ZBTB16	PSMD11
KCNMA1	PSMD11
PRKAA1	PSMD11
UNC119	PSMD11
SNW1	PSMD11
TUBB2A	PSMD11
CRMP1	PSMD11
FKBP8	PSMD11
CUL7	PSMD11
PTPRK	PSMD11
RBBP5	PSMD11
SMAD2	PSMD11
SMAD1	PSMD11
UBE2V2	PSMD11
ADRM1	PSMD11
RBM48	PSMD11
LRRK2	PSMD11
RIF1	PSMD11
KIAA0368	PSMD11
RPGRIP1L	PSMD11
HUWE1	PSMD11
SLC9A9	PSMD11
PSMA8	PSMD11
FBXO25	PSMD11
AFG1L	PSMD11
UBLCP1	PSMD11
ASB11	PSMD11
ESR2	PSMD11
IGSF21	PSMD11
PRMT6	PSMD11
TP53RK	PSMD11
PSMB7	PSMD11
CDC5L	PSMD11
PSMD1	PSMD11
PFDN5	PSMD11
SMAD5	PSMD11
SLX1B	PSMD11
PAAF1	PSMD11
COPS4	PSMD11
CCDC90B	PSMD11
UBA5	PSMD11
CCSER2	PSMD11
NANOG	PSMD11
ATP13A1	PSMD11
BRD7	PSMD11
BIN3	PSMD11
RAB6B	PSMD11
VPS45	PSMD11
BABAM1	PSMD11
KCMF1	PSMD11
ZHX1	PSMD11
UBQLN1	PSMD11
PSMD13	PSMD11
HDAC5	PSMD11
PLAA	PSMD11
USP20	PSMD11
LSM2	PSMD11
RNF11	PSMD11
MED31	PSMD11
CHMP3	PSMD11
USP15	PSMD11
UCHL5	PSMD11
INSIG2	PSMD11
PIK3C2A	PSMD12
PSMA7	PSMD12
XPO1	PSMD12
UBD	PSMD12
KDM6A	PSMD12
TXNL1	PSMD12
PRKN	PSMD12
FLNB	PSMD12
EED	PSMD12
RPS6KA5	PSMD12
TIPRL	PSMD12
PSMD10	PSMD12
GFPT2	PSMD12
GOSR1	PSMD12
IPO7	PSMD12
AHSA1	PSMD12
BAG3	PSMD12
PGK1	PSMD12
OAT	PSMD12
PYGL	PSMD12
NPM1	PSMD12
P4HB	PSMD12
EPRS	PSMD12
UBC	PSMD12
PSMC3	PSMD12
VCAM1	PSMD12
PSMB1	PSMD12
ATP5A1	PSMD12
PSMA1	PSMD12
PSMA2	PSMD12
PSMA3	PSMD12
PSMA4	PSMD12
PSMB8	PSMD12
PSMA5	PSMD12
PSMB4	PSMD12
PSMB6	PSMD12
PSMB5	PSMD12
RBL1	PSMD12
HSPA4	PSMD12
NOS2	PSMD12
RFC4	PSMD12
PCK1	PSMD12
COPB2	PSMD12
PSMC2	PSMD12
PIGA	PSMD12
VDAC2	PSMD12
PSMD8	PSMD12
IDH2	PSMD12
IDH3A	PSMD12
PSMD7	PSMD12
USP14	PSMD12
PRKAA2	PSMD12
RAD23A	PSMD12
RAD23B	PSMD12
SEM1	PSMD12
UBE2M	PSMD12
ACTR2	PSMD12
VBP1	PSMD12
SUMO2	PSMD12
CALM1	PSMD12
PSMC1	PSMD12
PSMC5	PSMD12
PSMC6	PSMD12
CNBP	PSMD12
SUMO1	PSMD12
ACTG1	PSMD12
GPC5	PSMD12
PFKP	PSMD12
OGDH	PSMD12
PPID	PSMD12
CLN3	PSMD12
SQSTM1	PSMD12
SNW1	PSMD12
FLNC	PSMD12
FKBP8	PSMD12
PPA1	PSMD12
TMED2	PSMD12
SEC23A	PSMD12
ADRM1	PSMD12
PSMD5	PSMD12
RARS2	PSMD12
KIAA0368	PSMD12
HUWE1	PSMD12
PRUNE1	PSMD12
SIRT2	PSMD12
NGDN	PSMD12
PPTC7	PSMD12
PSMA8	PSMD12
UBLCP1	PSMD12
ESR2	PSMD12
UPF1	PSMD12
NMD3	PSMD12
ATG4C	PSMD12
RNF185	PSMD12
VPS13A	PSMD12
TP53RK	PSMD12
MMS19	PSMD12
PSMB7	PSMD12
CDC5L	PSMD12
PSMD1	PSMD12
RNF2	PSMD12
PAAF1	PSMD12
ATG101	PSMD12
DDA1	PSMD12
MRPL13	PSMD12
UBA5	PSMD12
ADAM19	PSMD12
ATG5	PSMD12
MOB1A	PSMD12
NANOG	PSMD12
SEC61A2	PSMD12
GPN1	PSMD12
ATP13A1	PSMD12
OSGEP	PSMD12
SIRT7	PSMD12
CTPS2	PSMD12
BABAM1	PSMD12
KCMF1	PSMD12
COPG2	PSMD12
PEMT	PSMD12
UBQLN1	PSMD12
PSMD13	PSMD12
USP20	PSMD12
REXO2	PSMD12
RNF11	PSMD12
UCHL5	PSMD12
INSIG2	PSMD12
PSMD12	PSMD9
CPLX1	PSMD9
MAPK13	PSMD9
PRKN	PSMD9
PSMD10	PSMD9
CD2BP2	PSMD9
BAG3	PSMD9
PYGL	PSMD9
P4HB	PSMD9
H2AFZ	PSMD9
UBC	PSMD9
CDK4	PSMD9
PABPC1	PSMD9
GSPT1	PSMD9
TCF3	PSMD9
MGMT	PSMD9
PSMC3	PSMD9
VCAM1	PSMD9
PSMB1	PSMD9
CDK2	PSMD9
ATP5A1	PSMD9
PSMB4	PSMD9
GNPDA1	PSMD9
CSNK1D	PSMD9
PDX1	PSMD9
SEM1	PSMD9
DSTN	PSMD9
RHOA	PSMD9
PSMC1	PSMD9
PSMC5	PSMD9
YWHAE	PSMD9
PSMC6	PSMD9
PRKCD	PSMD9
BECN1	PSMD9
ELAVL1	PSMD9
TWF2	PSMD9
NUDCD2	PSMD9
ATG4C	PSMD9
PSMD1	PSMD9
ACO2	PSMD9
ATG10	PSMD9
XPNPEP1	PSMD9
SACM1L	PSMD9
TMOD3	PSMD9
INVS	PSMD9
AMOTL2	PSMD9
SBDS	PSMD9
WIPI2	PSMD9
UBE2D3	RNF103
UBE2H	RNF103
UBE2D2	RNF103
UBE2W	RNF103
UBE2Z	RNF103
UBE2D4	RNF103
MAP2K7	BMPR1B
BMP15	BMPR1B
KRAS	BMPR1B
UBC	BMPR1B
BMP2	BMPR1B
BMP4	BMPR1B
BRAF	BMPR1B
CCNE1	BMPR1B
ACVR2A	BMPR1B
KIF5B	BMPR1B
BMPR1A	BMPR1B
GDF5	BMPR1B
NOTCH1	BMPR1B
CDC42	BMPR1B
RRAS2	BMPR1B
RBL2	BMPR1B
SMAD4	BMPR1B
ARHGEF6	BMPR1B
SMAD1	BMPR1B
GDF6	BMPR1B
SNX6	BMPR1B
USP15	BMPR1B
DAB1	SIRPB1
UBC	SIRPB1
MEOX2	SIRPB1
PGLS	ATOX1
UBC	ATOX1
ATP7B	ATOX1
YWHAE	ATOX1
FKBP4	ATOX1
ATP7A	ATOX1
FAM118A	ATOX1
SMAD7	F2RL2
F2	F2RL2
FYN	F2RL2
UBC	F2RL2
NCK1	F2RL2
PLCG1	F2RL2
F2R	F2RL2
JAM2	F2RL2
SMAD1	F2RL2
F2RL3	F2RL2
ECT2	F2RL2
UBD	MEN1
EED	MEN1
ESR1	MEN1
TP53	MEN1
MYB	MEN1
PRKAR1A	MEN1
JUND	MEN1
PPARG	MEN1
HCFC1	MEN1
AFDN	MEN1
WDR5	MEN1
SMAD3	MEN1
RUNX2	MEN1
MEF2D	MEN1
NFE2	MEN1
PIAS4	MEN1
HDAC7	MEN1
TSG101	MEN1
SENP3	MEN1
EBF3	MEN1
NANOG	MEN1
ANLN	MEN1
DROSHA	MEN1
CXXC1	MEN1
KMT2B	MEN1
HCFC2	MEN1
UBD	CBX4
SUV39H1	CBX4
EED	CBX4
CBX6	CBX4
ISG15	CBX4
RB1	CBX4
UBC	CBX4
SKIL	CBX4
EGR1	CBX4
BMI1	CBX4
PCGF2	CBX4
CBS	CBX4
SOX2	CBX4
SUMO3	CBX4
CTBP2	CBX4
SUMO2	CBX4
UBE2I	CBX4
HIST1H3A	CBX4
H3F3A	CBX4
SATB1	CBX4
RING1	CBX4
FHL1	CBX4
NEDD8	CBX4
MAPKAPK3	CBX4
PCGF3	CBX4
LNX2	CBX4
FOXP3	CBX4
HIPK2	CBX4
MED9	CBX4
HECW2	CBX4
MBD1	CBX4
UBC	WRB
RNF13	PGRMC1
ATG13	PGRMC1
ULK1	PGRMC1
ATG7	PGRMC1
EPHX1	PGRMC1
ADRB2	PGRMC1
CYP3A4	PGRMC1
UBC	PGRMC1
CYP2C8	PGRMC1
UBL4A	PGRMC1
ALAD	PGRMC1
RPA2	PGRMC1
ALAS2	PGRMC1
RPA1	PGRMC1
HSD11B1	PGRMC1
HNRNPH1	PGRMC1
YWHAB	PGRMC1
ACSL1	PGRMC1
RPA3	PGRMC1
DDOST	PGRMC1
NSF	PGRMC1
MTNR1A	PGRMC1
FMO5	PGRMC1
YWHAE	PGRMC1
CNBP	PGRMC1
ACTG1	PGRMC1
ACTA1	PGRMC1
HNRNPU	PGRMC1
MDM2	PGRMC1
PPID	PGRMC1
ILF3	PGRMC1
CLN3	PGRMC1
CUL3	PGRMC1
FKBP8	PGRMC1
CUL7	PGRMC1
CYP51A1	PGRMC1
CENPU	PGRMC1
FA2H	PGRMC1
DNAAF5	PGRMC1
GUF1	PGRMC1
PCSK9	PGRMC1
GCN1	PGRMC1
COPS5	PGRMC1
EFHD1	PGRMC1
QRSL1	PGRMC1
CCDC8	PGRMC1
ATG10	PGRMC1
HSD3B7	PGRMC1
SFXN1	PGRMC1
TYW1	PGRMC1
SERGEF	PGRMC1
ING1	PGRMC1
PRELID1	PGRMC1
SH3GLB1	PGRMC1
PAM16	PGRMC1
PLOD2	SUPT5H
PSMD14	SUPT5H
PES1	SUPT5H
PRMT5	SUPT5H
POLR3A	SUPT5H
POLR1C	SUPT5H
MRPS12	SUPT5H
CCNT2	SUPT5H
OBSL1	SUPT5H
TADA2A	SUPT5H
EED	SUPT5H
CSDE1	SUPT5H
EIF3G	SUPT5H
SNX4	SUPT5H
ZFYVE9	SUPT5H
POLR1A	SUPT5H
LMNA	SUPT5H
FN1	SUPT5H
OAT	SUPT5H
RPLP0	SUPT5H
ENO1	SUPT5H
HSP90AA1	SUPT5H
MRPL3	SUPT5H
UBC	SUPT5H
XRCC6	SUPT5H
XRCC5	SUPT5H
NCAM1	SUPT5H
PRKAR2A	SUPT5H
RPS2	SUPT5H
PRKACA	SUPT5H
CDH2	SUPT5H
POLR2C	SUPT5H
POLR2E	SUPT5H
ATP6V1B2	SUPT5H
GART	SUPT5H
PAICS	SUPT5H
PRKACB	SUPT5H
RPS3	SUPT5H
POLR2A	SUPT5H
